trace	total.br.len	tree.height
mean	193.996232761974	55.6105097021875
stderr.of.mean	0.211487447653384	0.0314813802362828
stdev	5.17562959900832	1.23613859502342
variance	26.787141746131	1.52803862610648
median	193.919002739813	55.5268620659367
mode	numeric	numeric
geometric.mean	193.927245447153	55.5968303194777
HPD95.lower	184.08806611242	53.3197764558184
HPD95.upper	204.327725197527	58.0467386134901
ACT	NA	NA
ESS	599.23686832153	1542.65263253811
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
