trace	total.br.len	tree.height
mean	774.772247036032	155.295561250118
stderr.of.mean	0.868344202973495	0.295535265109624
stdev	31.2993936597244	12.5101938507126
variance	979.652043466394	156.504950182406
median	773.995292643186	154.59966812415
mode	numeric	numeric
geometric.mean	774.142467637635	154.796703227853
HPD95.lower	714.661644045762	133.012999560365
HPD95.upper	836.824403657647	181.197585291189
ACT	NA	NA
ESS	1299.9581521866	1792.87824855942
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
