trace	total.br.len	tree.height
mean	3618.44738376656	459.98939289347
stderr.of.mean	10.9253586501879	1.49059847186299
stdev	218.874290216638	38.5782921300547
variance	47905.9549178369	1488.28462367184
median	3609.49600677598	458.866818478894
mode	numeric	numeric
geometric.mean	3611.87040594278	458.387600363182
HPD95.lower	3209.24377575622	389.923433471222
HPD95.upper	4036.98097529229	536.396142542483
ACT	NA	NA
ESS	401.568314747111	670.202422453299
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
