trace	total.br.len	tree.height
mean	216.712075736426	55.5401126596875
stderr.of.mean	0.133070820294491	0.0292463370461554
stdev	4.99581280984954	1.18228845326422
variance	24.9581456310568	1.39780598672189
median	216.434961057425	55.4285227956195
mode	numeric	numeric
geometric.mean	216.654765249276	55.5276189040956
HPD95.lower	207.883732699874	53.370589149504
HPD95.upper	227.129183365822	57.9617571378958
ACT	NA	NA
ESS	1410.22363217007	1635.10360716528
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
