trace	total.br.len	tree.height
mean	608.048654207674	62.0179592957107
stderr.of.mean	0.610884323174963	0.0576904537361073
stdev	17.6970605104693	2.13402538628157
variance	313.185950711211	4.55406434929422
median	607.598886554233	61.9674882831372
mode	numeric	numeric
geometric.mean	607.791544642003	61.9813773861312
HPD95.lower	575.499292719369	57.9733678122463
HPD95.upper	643.674641742815	66.1652374118566
ACT	NA	NA
ESS	839.702900013974	1369.09188188603
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
