trace	total.br.len	tree.height
mean	922.031472972122	178.154254847632
stderr.of.mean	1.14176743893594	0.333822577831818
stdev	38.3248802442937	13.4127681889813
variance	1468.79644573946	179.902350491349
median	920.050233792359	177.204658818211
mode	numeric	numeric
geometric.mean	921.23886841209	177.655269327513
HPD95.lower	851.587361324967	153.88023119834
HPD95.upper	1001.73691316006	204.679356574128
ACT	NA	NA
ESS	1127.32113058336	1615.27609682272
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
