trace	total.br.len	tree.height
mean	1068.31027297494	220.573527301171
stderr.of.mean	1.60180728984547	0.67976536737558
stdev	58.130877329566	25.4136883085156
variance	3379.19889910505	645.855553442382
median	1063.40512704852	218.453753278528
mode	numeric	numeric
geometric.mean	1066.75023065515	219.155887973524
HPD95.lower	962.688650018446	175.056070734484
HPD95.upper	1189.39502716929	270.956310670487
ACT	NA	NA
ESS	1317.75467357125	1398.48776493089
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
