trace	total.br.len	tree.height
mean	108.898335392634	47.6274335210988
stderr.of.mean	0.0612073402350548	0.0104155628617711
stdev	1.84283367779312	0.394821770970411
variance	3.39603596400853	0.155884230832212
median	108.875040224931	47.6088608105998
mode	numeric	numeric
geometric.mean	108.882780121468	47.6258008262142
HPD95.lower	105.317516460621	46.9001723652639
HPD95.upper	112.451780113085	48.4127083826934
ACT	NA	NA
ESS	906.998580246218	1437.73232550631
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
