trace	total.br.len	tree.height
mean	290.358800591935	46.8866354802832
stderr.of.mean	0.127179205978291	0.00808882350298061
stdev	4.01559999385283	0.333652501769738
variance	16.1250433106309	0.111323991937205
median	290.380243600817	46.8760955143514
mode	numeric	numeric
geometric.mean	290.331053854801	46.885450502408
HPD95.lower	282.481856860391	46.3205301232648
HPD95.upper	297.848312889087	47.6026366544427
ACT	NA	NA
ESS	997.493359350012	1702.39131263962
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
