trace	total.br.len	tree.height
mean	1270.7148724854	139.063385095988
stderr.of.mean	2.45273451673243	0.316410926087653
stdev	59.3774855253966	9.8027504638298
variance	3525.68578731869	96.0939166561154
median	1269.18987094579	138.653797185258
mode	numeric	numeric
geometric.mean	1269.33780217565	138.71978294004
HPD95.lower	1152.78249426629	120.094605930354
HPD95.upper	1385.57642821481	158.06569672695
ACT	NA	NA
ESS	586.38636191798	960.360508850746
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
