trace	total.br.len	tree.height
mean	4418.40723614859	507.920109571756
stderr.of.mean	24.8599335610591	2.9826564177646
stdev	317.160829207014	46.3222178243652
variance	100590.991583281	2145.74786416794
median	4384.3886516213	504.922741403426
mode	numeric	numeric
geometric.mean	4407.21219825293	505.840603774171
HPD95.lower	3819.51041721313	424.182454258551
HPD95.upper	5033.35186711323	599.714052894874
ACT	NA	NA
ESS	162.854777576651	241.331256388118
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
