trace	total.br.len	tree.height
mean	553.194537502479	101.893548480429
stderr.of.mean	0.52965302647242	0.150820015408277
stdev	16.9287509629097	5.7489586387624
variance	286.582609164218	33.0505254302008
median	552.53865154867	101.641614720068
mode	numeric	numeric
geometric.mean	552.936246371988	101.732580668618
HPD95.lower	523.518851706791	90.8584115751611
HPD95.upper	588.140101452378	113.382292405008
ACT	NA	NA
ESS	1022.13499530817	1453.79023803102
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
