trace	total.br.len	tree.height
mean	4204.56034752873	704.543929753339
stderr.of.mean	22.5448507328489	9.13740463411933
stdev	922.539831242799	381.420566306944
variance	851079.740229492	145481.64840191
median	4046.36881240316	614.284943362168
mode	numeric	numeric
geometric.mean	4114.66502560863	622.416849733517
HPD95.lower	2795.57463944626	196.805667900485
HPD95.upper	6090.06886976273	1441.64529962658
ACT	NA	NA
ESS	1675.39365222737	1743.42729252578
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
