trace	total.br.len	tree.height
mean	514.734784833303	103.209973211618
stderr.of.mean	0.464653402265479	0.127541393865169
stdev	16.6359305292339	5.41112223399281
variance	276.754184573498	29.2802438312113
median	514.469031416736	103.19322003245
mode	numeric	numeric
geometric.mean	514.466232253459	103.068748473932
HPD95.lower	484.610289943646	93.0309973497587
HPD95.upper	549.459524869566	114.323393545098
ACT	NA	NA
ESS	1282.55883008846	1801
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
