trace	total.br.len	tree.height
mean	2586.60745267263	472.394193410095
stderr.of.mean	4.49510647968659	1.73744800573325
stdev	163.915256297491	73.4303794655116
variance	26868.2112470722	5392.02062844903
median	2571.28193434083	463.816421701632
mode	numeric	numeric
geometric.mean	2581.53381671515	466.992282184887
HPD95.lower	2292.53213052567	330.485255939421
HPD95.upper	2922.9245162536	615.097321114736
ACT	NA	NA
ESS	1330.45481172346	1787.1839393138
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
