trace	total.br.len	tree.height
mean	432.455261682487	85.8353394616448
stderr.of.mean	0.392980717375206	0.104768511669626
stdev	13.5380492093888	4.14001518582363
variance	183.278776395832	17.1397257388503
median	431.967664433117	85.5960732268566
mode	numeric	numeric
geometric.mean	432.244095733245	85.7360512517442
HPD95.lower	406.65984919	77.7867662764676
HPD95.upper	459.485501690216	93.9380895759214
ACT	NA	NA
ESS	1187.43825521586	1562.36917258925
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
