trace	total.br.len	tree.height
mean	132.567166190947	47.1471137152548
stderr.of.mean	0.128579226002707	0.0164133479620636
stdev	4.11629103855656	0.696359271294098
variance	16.943851914101	0.484916234717247
median	132.426313486708	47.0626721357166
mode	numeric	numeric
geometric.mean	132.503469780167	47.1420027522488
HPD95.lower	124.63909573833	46.0036684981558
HPD95.upper	140.961258251377	48.3998266353088
ACT	NA	NA
ESS	1025.4438259263	1801
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
