trace	total.br.len	tree.height
mean	120.139114538659	48.9238638322502
stderr.of.mean	0.117662944487622	0.0189558417203826
stdev	3.77867792763647	0.784287253328876
variance	14.278406880807	0.615106495734153
median	120.073742403474	48.8860540085128
mode	numeric	numeric
geometric.mean	120.079849789332	48.9176034946196
HPD95.lower	113.556433769617	47.5226984813493
HPD95.upper	127.977082576974	50.5865324337418
ACT	NA	NA
ESS	1031.90964259861	1712.79547786371
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
