trace	total.br.len	tree.height
mean	801.550495341096	125.482231856309
stderr.of.mean	0.843330621336018	0.181312977280782
stdev	27.8328671324216	6.9123457925825
variance	774.668492811033	47.7805243562329
median	800.9530552312	125.214008172282
mode	numeric	numeric
geometric.mean	801.068547569922	125.293055984308
HPD95.lower	745.462381708107	111.548211859996
HPD95.upper	854.517442661423	138.86418380149
ACT	NA	NA
ESS	1089.83686626542	1454.23460371073
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
