trace	total.br.len	tree.height
mean	21587.3994767311	3949.42345121354
stderr.of.mean	212.40410973468	66.3175779581691
stdev	5849.00218369431	2321.85788582182
variance	34210826.5448608	5391024.04195299
median	20590.5010999018	3359.0193325494
mode	numeric	numeric
geometric.mean	20887.6903380823	3423.50287990215
HPD95.lower	12574.0492348189	882.124617458108
HPD95.upper	33292.2066567142	8378.26220615469
ACT	NA	NA
ESS	758.715711881864	1226.46538995044
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
