trace	posterior	likelihood	prior	pi_0.A	pi_0.C	pi_0.G	pi_0.T	pi_1.A	pi_1.C	pi_1.G	pi_1.T	kappa.1	kappa.2	r_0	r_1	mu	Theta	psi.height	psi.treeLength	sim_0.treeLikelihood	sim_1.treeLikelihood
mean	-24365.2648125821	-23623.8519805298	-741.412832052308	0.230668438843102	0.36123793239145	0.293544332882757	0.114549295882689	0.219370254039393	0.225374055140083	0.433625421060583	0.121630269759941	4.31918273042885	5.15585488284628	2.4291467464341	0.285426626782948	0.0100711574196902	117.665899844631	186.770502885521	1575.76334853275	-15398.4548328948	-8225.39714763495
stderr.of.mean	0.252840882423657	0.206287640230829	0.157216090983678	0.000140480150484712	0.000180899021088688	0.000155181593562431	9.25638847975996e-05	0.000198045778296641	0.000249924754846304	0.000313530828177002	0.000169753418052271	0.00392643175169546	0.00726357115071989	0.000398175352873592	0.000199087676436794	9.71787403515093e-06	0.293214670412262	0.334707089046147	1.74000593781763	0.18120980216094	0.136152609291497
stdev	9.5571239164994	8.5337722675726	4.51656900785773	0.00580293233763669	0.00767489428691164	0.00658379641138157	0.00392284830540522	0.00840236947247309	0.0106034076999637	0.0116190375664071	0.00720202647063725	0.166584365341933	0.308167177421627	0.0168931469201281	0.00844657346006397	0.000298022216152002	11.1161471960597	12.2235877168648	53.0078501793564	7.68807960909608	5.70936474847752
variance	91.3386175553247	72.8252691147912	20.399395602741	3.36740237151896e-05	5.8904002315269e-05	4.33463751865208e-05	1.53887388272206e-05	7.05998127519476e-05	0.000112432254851649	0.000135002033969579	5.18691852837597e-05	0.0277503507763745	0.0949670092400124	0.000285378412865034	7.1344603216257e-05	8.88172413201506e-08	123.568728484465	149.416096671887	2809.83218063709	59.106568075799	32.5968458311578
median	-24364.868406843	-23623.3784519198	-741.330522652501	0.230619893112403	0.361239257040448	0.293535103354588	0.114380004825631	0.219187057440509	0.225306170946284	0.433833965788303	0.12145485002366	4.31562388494278	5.15202923331027	2.42922080268641	0.285389598656786	0.0100738428138785	116.716731794018	186.358343791298	1574.56559657812	-15398.1387323532	-8225.10325834945
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.230595422485461	0.361156397274301	0.293470469616079	0.114482289434544	0.219209571335505	0.225123984016041	0.433469940523842	0.121417389822554	4.31597261830938	5.14667983171355	2.42908804586119	0.285301481454299	0.0100667468968275	117.149133731056	186.37235229377	1574.873752358	NaN	NaN
HPD95.lower	-24385.4091844276	-23640.4734333105	-749.62372843932	0.219407722218059	0.347811788973772	0.280082650167862	0.107150232757272	0.203923159114219	0.204876639528792	0.412072325146701	0.108318508854872	4.02081266984277	4.54870538145857	2.39815610570569	0.267514572211983	0.00952455399648035	97.8503014055574	164.29435490895	1469.26995619943	-15414.5771554204	-8236.50544873799
HPD95.upper	-24347.9438201352	-23607.6845397437	-731.98763048158	0.24178456539195	0.377641476669807	0.306167055299207	0.122357361891755	0.236223350728804	0.245830004645482	0.457560698781201	0.136152306703242	4.67468912108985	5.71307938301841	2.46497085557604	0.300921947147154	0.010667247670576	140.920074086066	212.272076177342	1675.6657131578	-15384.8317134472	-8214.04265809713
ACT	31495.7924831337	26295.2132588174	54524.1704832053	26372.2566696441	25000	25000	25054.8898077357	25000	25000	32766.6896150476	25000	25000	25000	25000	25000	47847.3214721151	31309.432296336	33739.9795064451	48487.9092610612	25000	25591.0873283527
ESS	1429.5560279714	1712.28883207106	825.780559355207	1707.28658392841	1801	1801	1797.05440117715	1801	1801	1374.10890538429	1801	1801	1801	1801	1801	941.014013213677	1438.06503975702	1334.47028298874	928.582005002181	1801	1759.40160034217
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07
log.every	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000
