trace	posterior	likelihood	prior	pi_0.A	pi_0.C	pi_0.G	pi_0.T	pi_1.A	pi_1.C	pi_1.G	pi_1.T	kappa.1	kappa.2	r_0	r_1	mu	Theta	psi.height	psi.treeLength	sim_0.treeLikelihood	sim_1.treeLikelihood
mean	-5193.04262988379	-4458.93236083248	-734.110269051307	0.147779592910495	0.54840495276345	0.27340341069096	0.0304120436350932	0.128956699698349	0.204536614600786	0.632433220117565	0.0340734655832954	2.03669652105261	1.52968633832315	0.415693607755515	1.29215319612224	0.000799771217942709	112.25514219665	116.252031873668	1258.79313441429	-827.120157909038	-3631.81220292345
stderr.of.mean	0.466406219293126	0.189345511487822	0.474643812994823	0.000482010678677817	0.000697854234214862	0.000621742924033305	0.000229941899813703	0.00023631358084491	0.000314620373030541	0.000371008650794585	0.000119393639507835	0.0113447020111369	0.00354159364344213	0.00104929500447025	0.000524647502235123	2.43877464815451e-06	0.489900050566512	0.352008815530218	3.55221624335515	0.0800364592163083	0.179059818599711
stdev	13.4404358477963	8.03324846991732	11.7283590215625	0.0204499780139833	0.0296074431085336	0.0263783141935937	0.00914977885452861	0.0100259345829022	0.0133480826947318	0.0157282698238505	0.00506544234588769	0.461686211817566	0.150257069701281	0.0445178099175308	0.0222589049587654	6.42811993242757e-05	14.2283235804821	10.7671574087297	86.0707210240227	3.39565885921918	7.59686354583756
variance	180.645315778726	64.5330809794289	137.554405338667	0.000418201600772402	0.000876600687425052	0.000695815459695946	8.37184530867789e-05	0.000100519364260634	0.000178171311625398	0.000247378471651846	2.56587061595121e-05	0.213154158182454	0.0225771869952157	0.0019818353998534	0.000495458849963351	4.13207258656726e-09	202.445191910902	115.931678664363	7408.16901759514	11.5304990881937	57.7123357340757
median	-5192.41228342626	-4458.50590063901	-734.337753577526	0.146743857360731	0.548418813186545	0.27227270064047	0.0295622720736339	0.128952115767763	0.204449409612768	0.632168749595579	0.0338361817493701	1.993107124434	1.52479696741794	0.411218337871328	1.29439083106433	0.000796999607658984	111.256985321708	115.127210105146	1254.4492748	-826.896770563481	-3631.60614424292
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.146362112342348	0.547602275575727	0.272134911178952	0.0290587554636182	0.128568752906121	0.204100416230683	0.632237624317102	0.0336982988104687	1.98538399786258	1.52235485605572	0.413345674372971	1.29196063010192	0.000797190318440457	111.371955032697	115.762824208322	1255.87902347122	NaN	NaN
HPD95.lower	-5219.1589639531	-4474.03078620182	-755.567717669422	0.107672748805767	0.491293857261875	0.225128849479353	0.0147731168124134	0.110427325229207	0.178798436895764	0.601973346099888	0.0244436359973696	1.17942678021964	1.25330797041113	0.338749923103778	1.24506991615275	0.000677171005211665	85.8642504662608	94.7690165821178	1091.22059533219	-833.817072498994	-3646.37600097248
HPD95.upper	-5167.25304000397	-4443.46063755169	-710.880980400977	0.185133140912418	0.604291062795814	0.3254625253405	0.049083502802255	0.149306428982184	0.231069556301078	0.663208872937212	0.0446458126406086	2.93509231269398	1.83696341207497	0.509860167694488	1.33062503844811	0.000922689890318544	140.631411583248	136.903406950781	1414.94077838349	-820.624185806505	-3616.52157581828
ACT	54189.3998151792	25000	73701.0244106623	25000	25000	25000	28420.2186730532	25000	25000.4764808849	25039.0905088401	25000	27170.9458042958	25000	25000	25000	64772.0706954328	53348.2136287016	48096.9276280597	76647.9050596792	25000	25000
ESS	830.882057257771	1801	610.914167883482	1801	1801	1801	1584.2594498645	1801	1800.96567497126	1798.18831614925	1801	1657.10094614673	1801	1801	1801	695.129853293	843.983273992446	936.130481102341	587.4263616852	1801	1801
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07
log.every	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000
