trace	total.br.len	tree.height
mean	567.396252572744	95.1143302294789
stderr.of.mean	1.44749986427989	0.310006611989791
stdev	48.0250552808021	11.8427452548903
variance	2306.4059347241	140.250615172226
median	563.065856565956	93.8320708394868
mode	numeric	numeric
geometric.mean	565.398369448418	94.3991778576189
HPD95.lower	479.232924564783	71.5760290883684
HPD95.upper	662.03768990354	116.771634171319
ACT	NA	NA
ESS	1101.38720089707	1460.17262796329
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
