trace	posterior	likelihood	prior	pi_0.A	pi_0.C	pi_0.G	pi_0.T	pi_1.A	pi_1.C	pi_1.G	pi_1.T	kappa.1	kappa.2	r_0	r_1	mu	Theta	psi.height	psi.treeLength	sim_0.treeLikelihood	sim_1.treeLikelihood
mean	-4949.56607293075	-4627.79925498956	-321.766817941183	0.222333940150847	0.516307053419852	0.126782276235	0.134576730194298	0.147802439824226	0.173602600616516	0.582147986335	0.0964469732242506	4.89042364637409	3.07028558097591	0.242694976895611	1.37865251155221	0.00515649079581247	4.61333097648677	52.4180783330771	212.975063858081	-637.933214010318	-3989.86604097924
stderr.of.mean	0.280016324492676	0.199475131576825	0.220796145863992	0.000672090869668036	0.000914743248593446	0.000475769013313174	0.000488297315910603	0.000239843695111596	0.000291147098838692	0.000375104492808596	0.000205517630634226	0.0300491968926748	0.00686103268608268	0.00077287043320353	0.000386435216601758	6.95790006286006e-06	0.0138983675811373	0.033713897771582	0.203443099409336	0.0727156036418534	0.187127766609597
stdev	11.1737941315484	8.21623553096262	7.8580355342142	0.0267018209350976	0.0317990834424781	0.0201851666205351	0.019930525163684	0.00993498625130576	0.0123523233684745	0.0159143333751937	0.00865055549376949	1.27487925678053	0.285263326464314	0.0327901103976046	0.016395055198802	0.000279138346135991	0.507984671732929	1.35508629022144	7.14924351391372	3.08506130990385	7.93915753789746
variance	124.853675294225	67.5065263002526	61.748722456973	0.000712987241250019	0.00101118170778169	0.000407440951498765	0.00039722583330024	9.87039518136346e-05	0.000152579892599362	0.000253266006776805	7.48321103507855e-05	1.62531711936928	0.0813751654254861	0.0010751913398871	0.000268797834971765	7.79182162835363e-08	0.258048426715612	1.8362588539461	51.1116828212373	9.51760328586564	63.0302224115541
median	-4949.11831824559	-4627.52934714837	-321.649967276134	0.221210574595504	0.517065071878874	0.125963139450558	0.133819273486165	0.147746729624538	0.173328622478818	0.582349510447863	0.0962520004084817	4.74993156700803	3.05310384185822	0.238976177007267	1.38051191149638	0.00514964760038029	4.56341638073995	52.3382572132613	212.866308288706	-637.757430564207	-3989.60036000765
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.220735274730877	0.515318781602418	0.125176372134529	0.13310450736879	0.147466450582115	0.173164243159919	0.581930153113338	0.0960606520728974	4.73196641705048	3.05719769809938	0.240511253604702	1.37855474969402	0.00514893992499955	4.58586928582113	52.400679305293	212.855620381044	NaN	NaN
HPD95.lower	-4971.54599329612	-4643.29943217186	-336.737786440147	0.169034988192515	0.453831209747156	0.0880597902580036	0.0946223566348624	0.129747843386823	0.151160420723486	0.551207572798397	0.0797710054926171	2.63519031356219	2.52925196244912	0.177964026379559	1.34697520308339	0.00461789167931018	3.710864476505	49.9038669080555	199.592709453627	-644.043135279661	-4005.55140428463
HPD95.upper	-4929.22528346276	-4611.88800830294	-306.432131964102	0.271417342915064	0.574294475878549	0.165890399151422	0.172475926174154	0.169038588243203	0.198275385359988	0.613026606605308	0.113105266573695	7.41136466483788	3.63685444186888	0.306049593833272	1.41101798681023	0.00569248266774756	5.6608262107126	55.1107332631982	226.752038949245	-632.510902233931	-3975.23160446051
ACT	28260.3639170149	26524.3126965856	35527.7234392983	28509.303840792	37237.5929832953	25000	27011.1807480319	26226.1446202745	25000	25000	25399.3472458035	25000	26031.5166611197	25000	25000	27959.5225523651	33685.1706158862	27854.5667657198	36439.9797408946	25000	25000
ESS	1593.22081386544	1697.49921572128	1267.32015567866	1579.30899510696	1209.12756149943	1801	1666.9023253743	1716.79828094873	1801	1801	1772.68335143688	1801	1729.63414257183	1801	1801	1610.36369328815	1336.6415896604	1616.43153091189	1235.59344215197	1801	1801
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07
log.every	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000
