trace	total.br.len	tree.height
mean	1575.76334853275	186.770502885521
stderr.of.mean	1.74000593781763	0.334707089046147
stdev	53.0078501793564	12.2235877168648
variance	2809.83218063709	149.416096671887
median	1574.56559657812	186.358343791298
mode	numeric	numeric
geometric.mean	1574.873752358	186.37235229377
HPD95.lower	1469.26995619943	164.29435490895
HPD95.upper	1675.6657131578	212.272076177342
ACT	NA	NA
ESS	928.58200500218	1334.47028298874
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
