trace	total.br.len	tree.height
mean	661.105179954745	94.4445299038831
stderr.of.mean	0.937313829945594	0.179655578598082
stdev	34.3452908576109	7.49179568036466
variance	1179.59900409389	56.1270025163306
median	659.368614763931	93.845896593435
mode	numeric	numeric
geometric.mean	660.218236193311	94.1525379476595
HPD95.lower	590.724949037927	79.5488503553002
HPD95.upper	724.925492696565	108.339636221057
ACT	NA	NA
ESS	1343.40106701598	1739.93000008681
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
