trace	posterior	likelihood	prior	pi_0.A	pi_0.C	pi_0.G	pi_0.T	pi_1.A	pi_1.C	pi_1.G	pi_1.T	kappa.1	kappa.2	r_0	r_1	mu	Theta	psi.height	psi.treeLength	sim_0.treeLikelihood	sim_1.treeLikelihood
mean	-17223.5914928664	-16464.1770450853	-759.414447781103	0.32792836871943	0.326508485541747	0.298588983599257	0.0469741621395638	0.111185919727598	0.630203949845217	0.13827281315864	0.120337317268544	0.979045987311649	2.82754710038014	2.39656757113999	0.301716214430003	0.00481291485135607	136.256636309672	210.098485289932	1750.13022892044	-11066.9570365646	-5397.22000852075
stderr.of.mean	0.274676751217531	0.19203905545216	0.188876983246088	0.000210872538093221	0.000207134705191751	0.00019539726320664	7.9409841879185e-05	0.000197462877686763	0.000319435493551852	0.000230011049671427	0.00017413479381705	0.00123589101409288	0.0049212013437004	0.000546010285969769	0.000273005142984871	5.88803619357823e-06	0.376102023836705	0.42235841307205	2.27266738683555	0.180676392503286	0.134673721373571
stdev	9.84805351019331	8.14752584443837	5.11765517017567	0.00857713890510609	0.00878797992343974	0.00829000251100082	0.00330482207970442	0.00837763909784935	0.0135267550480516	0.00952773612454117	0.00738791247280324	0.0524344069206242	0.208788858282384	0.0216743515494088	0.0108371757747043	0.000172167633028003	13.3470732585264	16.6335113280923	67.5453626072585	7.52473032802218	5.53408157839211
variance	96.9841579396308	66.3821773857911	26.1903944408258	7.35673117974846e-05	7.72285911347799e-05	6.87241416323998e-05	1.09218489785019e-05	7.01848368538141e-05	0.00018297310212999	9.07777556588868e-05	5.45812507058016e-05	0.00274936702911761	0.0435927873428613	0.000469777515087359	0.000117444378771837	2.96416938624651e-08	178.14436456847	276.673699101773	4562.37600974604	56.6215665094568	30.6260589162989
median	-17223.2315334374	-16464.1242025337	-759.372395405348	0.328123404895593	0.326601432434528	0.298523564344249	0.0468962211921157	0.110831957479051	0.63050762963045	0.13787206631212	0.120193361311885	0.977289227779989	2.8191935578477	2.39618371627597	0.301908141862017	0.00480997766719318	135.39268745593	209.543893341889	1749.18747460942	-11066.6467972451	-5397.0103689001
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.327815969391713	0.326390215545817	0.298473922185677	0.0468575017387613	0.110869854202304	0.630058786875514	0.137945461080248	0.12011002971137	0.977648002849119	2.81987842287765	2.39646966357207	0.301520914135539	0.00480983798794627	135.612655023751	209.447239123875	1748.8304527504	NaN	NaN
HPD95.lower	-17242.2716256386	-16480.5195962238	-770.29370727702	0.310894569773716	0.310017202863896	0.283568903053019	0.0404822982366128	0.0950048856747175	0.60346094806294	0.120482433003012	0.105083410643246	0.886611875161922	2.43749358209498	2.3568947169948	0.280022505042483	0.00448647473388455	111.571494390309	179.258464551561	1611.8833650944	-11081.6102071824	-5408.42845039905
HPD95.upper	-17203.5387795946	-16448.0818962966	-749.897116623509	0.343792915138347	0.343663882076114	0.315992360908923	0.0531115696724337	0.127097326731149	0.656647597593949	0.15722789470226	0.133589317159189	1.08800390275332	3.26478081095897	2.43995498991501	0.321552641502603	0.00516352336315602	164.222400316832	242.498442029876	1875.51960423211	-11052.4436935832	-5386.78317816976
ACT	35007.0394889411	25000	61295.4751084094	27199.914785421	25000	25000	25981.5391518198	25000	25095.2466983985	26225.8962189592	25000	25000	25000	28557.6062834015	28557.6062833993	52632.0521858566	35731.5315914197	29013.9462393511	50944.0026579388	25943.7840301788	26649.3725364708
ESS	1286.16988632311	1801	734.556668667095	1655.33606833699	1801	1801	1732.96122823602	1801	1794.16447031275	1716.81454178296	1801	1801	1801	1576.63774593636	1576.63774593648	855.467308038944	1260.09152126051	1551.83991962229	883.813553134377	1735.48314878143	1689.5332127757
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07
log.every	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000
