trace	total.br.len	tree.height
mean	550.503396647595	102.494530349466
stderr.of.mean	0.479474285440703	0.114514000911213
stdev	16.7024207896373	4.8584168453514
variance	278.970860234107	23.6042142431942
median	550.173870610409	102.200598164487
mode	numeric	numeric
geometric.mean	550.250655409729	102.379902590423
HPD95.lower	515.77485203869	92.7751771033835
HPD95.upper	580.196380197257	111.734645263251
ACT	NA	NA
ESS	1214.14216649845	1801
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
