trace	total.br.len	tree.height
mean	1750.13022892044	210.098485289932
stderr.of.mean	2.27266738683555	0.42235841307205
stdev	67.5453626072585	16.6335113280923
variance	4562.37600974604	276.673699101773
median	1749.18747460942	209.543893341889
mode	numeric	numeric
geometric.mean	1748.8304527504	209.447239123875
HPD95.lower	1611.8833650944	179.258464551561
HPD95.upper	1875.51960423211	242.498442029876
ACT	NA	NA
ESS	883.813553134376	1551.83991962229
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
