trace	posterior	likelihood	prior	pi_0.A	pi_0.C	pi_0.G	pi_0.T	pi_1.A	pi_1.C	pi_1.G	pi_1.T	kappa.1	kappa.2	r_0	r_1	mu	Theta	psi.height	psi.treeLength	sim_0.treeLikelihood	sim_1.treeLikelihood
mean	-3530.6818994163	-3041.57007534449	-489.111824071803	0.224677010658711	0.195266567937963	0.0876357458947144	0.492420675508614	0.128069534160603	0.441377703722724	0.169385678304099	0.261167083812571	3.36098008330871	3.83423964214155	1.09713934826853	0.951430325865741	0.00134993587321336	17.1675636965546	59.9320850538381	411.276675480957	-1083.78945972111	-1957.78061562339
stderr.of.mean	0.387465977049851	0.184655342493395	0.366099546956347	0.000604205201233928	0.00050625868712814	0.000380059071808154	0.000701851204935876	0.000325685922483543	0.000491430937565764	0.00037464051688268	0.000418544806930547	0.0151285502873305	0.0139364910829018	0.00187930447750842	0.000939652238754208	2.70277054880135e-06	0.0617489121012515	0.0869488633294689	0.681259082216525	0.121783034142808	0.163379412540516
stdev	13.5547025000427	7.83426148257298	11.525675137567	0.0243970628636877	0.0208632661028166	0.0149180405538339	0.0277446363487794	0.0138176813271478	0.0205376319845836	0.0158946485468201	0.0171888363857013	0.62927737996475	0.591275149793757	0.0797321240932836	0.0398660620466418	0.00010434041829005	2.16592583969548	3.38206605415518	22.228450786415	5.16681575920286	6.50464120591842
variance	183.729959864664	61.3756529773265	132.84118737673	0.000595216676374729	0.000435275872476935	0.000222547933965832	0.000769764846126012	0.00019092831725861	0.00042179432753419	0.000252639852426932	0.00029545609629441	0.3959900209353	0.34960630276363	0.00635721161242678	0.00158930290310669	1.08869228889425e-08	4.69123474306057	11.4383707946688	494.104024364073	26.695985089547	42.3103572177318
median	-3529.97835351421	-3041.23448804778	-489.159221577819	0.223468115993534	0.194220537660552	0.0870535074287603	0.492062043664301	0.127510238025969	0.441014265051371	0.168922981540627	0.260560700693404	3.29433507884166	3.79184498305431	1.09433289674335	0.95283355162833	0.00134565307705371	16.994950755986	59.6576257570501	409.922718563191	-1083.61164832461	-1957.50894504485
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.223351416478966	0.19415082556586	0.0863637681216065	0.491637950540761	0.127326619900382	0.440899613036839	0.168638009273163	0.260600805050812	3.30423324264984	3.79001703541544	1.0942666855818	0.950586345096158	0.00134591664134187	17.0341300470931	59.8380334839047	410.683955891024	NaN	NaN
HPD95.lower	-3555.9510341062	-3056.71960146207	-511.566890219257	0.177827437409527	0.154066097972118	0.0568672672898894	0.440265944949789	0.10223121032494	0.399724517614207	0.137625718378887	0.229402748867732	2.28072852745898	2.73837515207464	0.935216681181959	0.877323818555152	0.00116277383536335	13.4384874849984	53.7388541240812	366.014666149156	-1094.18718177368	-1970.45900584965
HPD95.upper	-3505.29816120974	-3026.66371041346	-467.089086857613	0.274446766349595	0.236397485594829	0.115083559138883	0.550070681180012	0.154418959825669	0.479182644605263	0.199232299011104	0.294240443057454	4.58653593274888	4.98413109485501	1.2453523628897	1.03239165940903	0.00155605468827428	21.6504840001871	66.8627646215744	451.084528085185	-1074.05714705596	-1945.57300584608
ACT	36770.5009653454	25000	45402.3167081255	27599.8173701054	26496.7593950215	29207.2736459742	28796.811642032	25000	25765.3847484381	25000	26681.0760014796	26008.94668435	25000	25000	25000	30194.3433118308	36574.9579793333	29742.4011381068	42268.6715625631	25000	28389.6702402833
ESS	1224.48698869874	1801	991.689483368191	1631.35137440325	1699.26440168604	1541.56805410032	1563.5411503085	1801	1747.49961778581	1801	1687.52564542387	1731.13508003353	1801	1801	1801	1491.17334776936	1231.0335400916	1513.83204708085	1065.2097247333	1801	1585.96417707283
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07
log.every	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000
