trace	total.br.len	tree.height
mean	787.223291354018	104.994611532759
stderr.of.mean	1.06781922021516	0.202288238107826
stdev	37.4662582691572	8.03804215649894
variance	1403.72050869119	64.6101217096541
median	785.608421615816	104.361205983363
mode	numeric	numeric
geometric.mean	786.34083043985	104.691914267519
HPD95.lower	719.251347581502	89.6888549744799
HPD95.upper	863.082854883061	120.534212264573
ACT	NA	NA
ESS	1231.76119899541	1579.7946448192
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
