trace	posterior	likelihood	prior	pi_0.A	pi_0.C	pi_0.G	pi_0.T	pi_1.A	pi_1.C	pi_1.G	pi_1.T	kappa.1	kappa.2	r_0	r_1	mu	Theta	psi.height	psi.treeLength	sim_0.treeLikelihood	sim_1.treeLikelihood
mean	-1534.31263265953	-1662.32947524428	128.016842584745	0.211695582051548	0.111335384283036	0.349277671572525	0.327691362092889	0.0768774190787709	0.706664358966777	0.206080974772553	0.0103772471819021	3.42801898803927	1.03685731931955	0.182076979683367	1.40896151015831	0.00545489592680206	0.138578694232286	46.1342809727634	54.9350740794923	-353.833904492871	-1308.49557075141
stderr.of.mean	0.84844949999672	0.135068336138433	0.821651528909284	0.000742114863871736	0.000503105860359086	0.000805089555305075	0.000735529972415933	0.0002463247064847	0.000468880591368464	0.00039313615493528	8.9062706913597e-05	0.0347474204499891	0.00622488246600768	0.00124920350369089	0.000624601751845446	1.16298061764448e-05	0.000901436614016943	0.00332641051343724	0.0523171121421176	0.0544129213442467	0.126804417111134
stdev	22.5322367770604	5.73046330009323	21.7203797061342	0.0283298977326554	0.0213449706368984	0.0327296474788763	0.0312058890599509	0.0100884202333152	0.0188264947374035	0.0159866707998221	0.0037428543437285	1.41704974265267	0.251314556238225	0.0529992079336172	0.0264996039668087	0.000465521614842729	0.0263498975792852	0.134892334922953	1.42967704818258	2.30854438374429	5.3798549631967
variance	507.701694177515	32.8382096337154	471.774894578647	0.000802583105542711	0.000455607771490055	0.00107122982409151	0.000973807512021963	0.000101776222803963	0.000354436904097482	0.000255573643261886	1.40089586383673e-05	2.00802997315201	0.0631590061772158	0.00280891604159079	0.000702229010397704	2.16710373885782e-07	0.000694317102438818	0.0181959420209662	2.04397646210007	5.32937717171732	28.9428394250322
median	-1534.61147186274	-1661.88700438191	127.593559167529	0.210964587787607	0.110169357742978	0.349110016164456	0.328030314155948	0.0765462300454494	0.706559961587092	0.205426142708441	0.00982516339919993	3.15426940403919	1.00405763411538	0.175202017958654	1.41239899102067	0.00544620152691397	0.13662692733293	46.0921916558067	54.9092744493893	-353.497051950904	-1308.18645420346
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	126.141506555506	0.209794859792321	0.10929570415871	0.347739131380629	0.326188850574185	0.0762121099000644	0.706413144310263	0.205461570957299	0.00971226366852743	3.16957775534648	1.00686692367328	0.174569993230129	1.40871015453656	0.00543505930959148	0.13609229429493	46.1340846534754	54.9165613004506	NaN	NaN
HPD95.lower	-1574.25270104241	-1672.93035852116	85.9083624177612	0.160755701263083	0.0697540470673465	0.281540718208607	0.268246566588208	0.0581249913640215	0.669334761330228	0.176483209562876	0.00394487020559734	1.14039690332864	0.56589301625721	0.088181068106542	1.35486371688324	0.00456027614954831	0.0849465988707258	46.0000128677073	52.2998687026399	-358.546668902353	-1318.65886639837
HPD95.upper	-1486.24756659268	-1651.33916771906	170.164619571275	0.270167481588808	0.151984786603152	0.411492735135028	0.386977117832892	0.0974084509995073	0.741879929633916	0.239171129589722	0.017975563618945	6.18498028705479	1.52321527185869	0.290272566233512	1.45590946594673	0.00635737613715056	0.186847822864876	46.4022388591395	57.7748587673915	-349.944976452221	-1297.60040919999
ACT	63805.1542970387	25000	64395.1099257656	30879.0994762133	25000	27228.1484182407	25000	26827.6108915313	27912.4499606633	27213.3675401729	25479.9345454852	27057.4788295004	27608.2833559321	25000	25000	28085.2071773807	52665.3415200054	27364.6264876739	60259.2907985544	25000	25000
ESS	705.663993701677	1801	699.1990548957	1458.10599284748	1801	1653.61960381547	1801	1678.30822439031	1613.07947039594	1654.51776350476	1767.07675287094	1664.05008699147	1630.85112607429	1801	1801	1603.15712523076	854.926574109405	1645.37235764139	747.18768514083	1801	1801
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07
log.every	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000
