trace	posterior	likelihood	prior	pi_0.A	pi_0.C	pi_0.G	pi_0.T	pi_1.A	pi_1.C	pi_1.G	pi_1.T	kappa.1	kappa.2	r_0	r_1	mu	Theta	psi.height	psi.treeLength	sim_0.treeLikelihood	sim_1.treeLikelihood
mean	-8319.95211263325	-7954.4789969816	-365.473115651651	0.261719859444182	0.26619993857406	0.18164257959864	0.290437622383118	0.603477466173902	0.23846522205859	0.150409703732639	0.00764760803487443	2.58401754385681	0.923734647148442	1.14818841727625	0.925905791361877	0.00882910054782612	6.39411381831262	55.2193820770263	261.327355609259	-3101.86770265384	-4852.61129432776
stderr.of.mean	0.283330708455154	0.220781075483923	0.17699942177523	0.000418452341153058	0.00042425976631299	0.000348198724808672	0.000412315481032563	0.000332295049318456	0.000288734546732678	0.000237124126342253	4.88197171382446e-05	0.00543717764269413	0.00197300929616987	0.000998998206125598	0.000499499103062799	9.00918062999506e-06	0.0151694903308929	0.0442894273858244	0.205492358054842	0.143762046589181	0.191124368106643
stdev	10.2866129608259	8.42817018143209	6.32366032998133	0.0163879580579733	0.0162907952858266	0.0144703232467685	0.0167323625588146	0.0140980827880374	0.0122499674670225	0.0100603231106532	0.00203850005680243	0.23067987530114	0.0837076822420936	0.0423838978159499	0.021191948907975	0.000355418890851032	0.643586869488103	1.81174966948739	7.62389542898051	5.95945223222037	7.42230438882094
variance	105.814406205832	71.0340526071811	39.9886799689795	0.000268565169309893	0.000265390011044711	0.000209390254865969	0.000279971956799619	0.000198755938298355	0.00015006170294311	0.000101210101090743	4.15548248158349e-06	0.0532132048689495	0.0070069760663433	0.00179639479407288	0.000449098698518222	1.26322587973778e-07	0.414204058577497	3.28243686488765	58.12378151203	35.5150709081163	55.0906024403106
median	-8319.64744193342	-7954.20157221306	-365.305558004351	0.261666724621137	0.266055410509497	0.180940443926611	0.290099417693125	0.603908094851575	0.238482084713795	0.150353876169981	0.00737965935382425	2.57223650919299	0.922634467314157	1.14476114527139	0.927619427364308	0.00882678746924229	6.353858421902	55.1751474372753	260.990302957237	-3101.74224257577	-4852.29967822689
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.261207767136773	0.265699811450062	0.181066560502826	0.289955223759785	0.603312385977529	0.238150021517563	0.150073538992456	0.00737923709620335	2.57375178840879	0.919954704548896	1.14741002130317	0.925662285691148	0.00882195184932022	6.3622392457835	55.1897173618155	261.216607682824	NaN	NaN
HPD95.lower	-8338.70411611446	-7971.89636755133	-378.180060797208	0.231245445446075	0.235402816925698	0.155304658828342	0.260813389493087	0.57734706682815	0.21400394586145	0.129609687538851	0.00410152135344831	2.15359507018709	0.75114236386088	1.07095822648641	0.882267127804885	0.00808766272396107	5.23676025331817	51.8564357114009	246.856718286266	-3113.03532457577	-4867.24983941034
HPD95.upper	-8298.46800358361	-7938.36070038829	-353.82037306129	0.294289328378711	0.297487890597133	0.211269782982647	0.324545821858036	0.632196582366524	0.262121762568192	0.169603415463835	0.0117491978988798	3.02270568238005	1.08971233870833	1.23546574439023	0.964520886756795	0.00948529069973111	7.67859541246186	58.8731247455099	276.302294939957	-3089.7750085929	-4838.60800096142
ACT	34139.320726717	30879.4443034075	35254.8609973103	29339.6342869465	30520.4901541074	26056.1512650057	27324.8086763492	25000	25000	25000	25809.6099643433	25000	25000	25000	25000	28913.5857202067	25000	26891.5681875922	32692.6307774959	26187.1470603324	29837.8126873409
ESS	1318.86045303661	1458.08971034597	1277.1288476626	1534.61353879357	1475.23843072817	1727.99887220758	1647.77000026979	1801	1801	1801	1744.50524677449	1801	1801	1801	1801	1557.2264345108	1801	1674.31663657215	1377.22168357871	1719.35491469412	1508.99130816993
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07
log.every	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000
