trace	total.br.len	tree.height
mean	1485.52987763627	241.746386695077
stderr.of.mean	6.32159704907569	2.83682476306108
stdev	244.286039507984	118.858107232088
variance	59675.6690984964	14127.2496547946
median	1420.70329286119	208.993534864112
mode	numeric	numeric
geometric.mean	1468.07557992077	219.818630829293
HPD95.lower	1164.38387315217	104.556747027258
HPD95.upper	1981.37503587208	494.10877503083
ACT	NA	NA
ESS	1494.11841914952	1756.44252494147
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
