trace	posterior	likelihood	prior	pi_0.A	pi_0.C	pi_0.G	pi_0.T	pi_1.A	pi_1.C	pi_1.G	pi_1.T	kappa.1	kappa.2	r_0	r_1	mu	Theta	psi.height	psi.treeLength	sim_0.treeLikelihood	sim_1.treeLikelihood
mean	-8175.91959119451	-7842.57701981984	-333.342571374669	0.170506208116622	0.300805219695601	0.291643759111185	0.237044813076598	0.182018563399061	0.378788997733043	0.099973939050988	0.339218499816905	6.63615798368825	2.69341759808788	1.12604745812428	0.936976270937857	0.00996503886189654	5.0282839271515	48.1185850779014	210.743125666041	-2840.38573563157	-5002.19128418827
stderr.of.mean	0.25507748537687	0.19715248979052	0.174131128864166	0.0003401491893344	0.000420566908294071	0.000432861504668892	0.000374218031132979	0.000287278936293148	0.00033455215396586	0.000213826150506868	0.000323813337350883	0.017155132264488	0.00554234630648861	0.00101742197751793	0.000508710988758965	1.0141266809162e-05	0.0140528831477807	0.0168650191408461	0.148432050304882	0.127072256489655	0.169531005690774
stdev	10.3797998305811	8.36447045670765	5.97548028599982	0.0144313056765538	0.0178431400142723	0.0183647554818913	0.0158767239972722	0.0121882111557994	0.0139106838065057	0.00874764602710257	0.013738234280669	0.71113886508419	0.22580560299718	0.0431655521165171	0.0215827760582586	0.000386821903951161	0.506007223410331	0.670990172740113	5.32259945479692	5.39121842389233	6.99455496999839
variance	107.740244522932	69.9643660211351	35.7063646483725	0.000208262583530134	0.000318377645568925	0.000337264243909656	0.000252070364885559	0.000148552491178352	0.000193507123964579	7.65213110154834e-05	0.000188739081150549	0.505718485433229	0.05098817034492	0.00186326488952376	0.000465816222380939	1.49631185376401e-07	0.256043310143433	0.450227811913807	28.3300649562045	29.0652360941161	48.9237992283292
median	-8175.82185053844	-7842.2792869144	-333.187177319849	0.170235008154771	0.300940134215251	0.291501063514025	0.236763880154909	0.181616210730054	0.378923292574444	0.0996849899293063	0.339464044706231	6.60796660594214	2.6775789265393	1.12439484664494	0.937802576677528	0.00996395934624562	4.98678014877641	48.1043469531637	210.572159788705	-2840.24850941734	-5001.81068479045
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.169894585331773	0.300275409681592	0.291061572056077	0.236511727651822	0.181612272678258	0.378533566726976	0.0995902191426447	0.33893963274211	6.59837448307037	2.68403079535935	1.12522324011306	0.936726920863969	0.00995752859901412	5.00323340816921	48.1139204782128	210.676133110763	NaN	NaN
HPD95.lower	-8197.5205641037	-7859.41185366285	-345.222090198706	0.141886447698577	0.265657246935943	0.256879470647019	0.208683513445756	0.158433357576203	0.351276783795704	0.0829632981058657	0.311727368989046	5.10360158449242	2.30058361995946	1.05017100685327	0.891630505112733	0.00921773969417116	4.06903896626436	46.8726354753821	201.390380293973	-2850.96070242194	-5015.57240219571
HPD95.upper	-8157.33202218578	-7827.02765676089	-322.690937614798	0.198293932223684	0.334352844789348	0.328779360252965	0.270393160190698	0.204568749959368	0.40474058400595	0.116586238827362	0.365890060262972	7.87564130062638	3.15772436503028	1.21673898977453	0.974914496573363	0.0106950074290717	6.00240535718631	49.4548470565774	222.17551822669	-2830.0914410451	-4988.51155539972
ACT	27175.5709193818	25000	38213.7426781157	25000	25000	25000	25000	25000	26028.1368966544	26887.5736249151	25000	26187.3584405724	27110.0469023107	25000	25000	30929.626883652	34708.0182123411	28428.4863992346	34996.1429890345	25000	26435.6796956905
ESS	1656.8189177541	1801	1178.24104221503	1801	1801	1801	1801	1801	1729.85873628886	1674.56538206475	1801	1719.34103633157	1660.8233900238	1801	1801	1455.72399464664	1297.25067344786	1583.79870696219	1286.57035188443	1801	1703.19055603249
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07
log.every	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000
