trace	al1_0	al1_1	al1_2	al1_3	al1_4	al1_5	al1_6	al1_7	al1_8	al1_9	al1_10	al1_11	al1_12	al1_13	al1_14	al1_15	al1_16	al1_17	al1_18	al1_19	al1_20	al1_21	al1_22	al1_23	al1_24	al1_25	al1_26	al1_27	al1_28	al1_29	al1_30	al1_31	al1_32	al1_33	al1_34	al1_35	al1_36	al1_37	al1_38	al1_39	al1_40	al1_41	al1_42	al1_43	al1_44	al1_45	al1_46	al1_47	al1_48	al1_49	al1_50	al1_51	al1_52	al1_53	al1_54	al1_55	al1_56	al1_57	al1_58	al1_59	al1_60	al1_61	al1_62	al1_63	al1_64	al1_65	al1_66	al1_67	al1_100	al1_69	al1_70	al1_71	al1_72	al1_73	al1_74	al1_75	al1_76	al1_77	al1_78	al1_79	al1_80	al1_81	al1_82	al1_83	al1_84	al1_85	al1_86	al1_87	al1_88	al1_89	al1_90	al1_91	al1_92	al1_93	al1_94	al1_95	al1_96	al1_97	al1_98	al1_99
mean	141.38920621249	571.09345115242	365.70409884389	763.007501796532	888.373261371789	630.129046716288	436.561102091732	261.327355609259	567.396252572744	327.190785666335	1266.97593407076	1750.13022892044	57.5420731487194	207.130027390915	73.5850123121311	282.965547600545	271.664286706871	737.950348949678	212.975063858081	553.668066145552	539.13528293229	583.472920433458	293.514357747233	281.583222706849	239.745941018012	413.341094180896	4895.27945076513	550.503396647595	401.356004403066	643.808689908349	336.330358755017	1912.87016715531	225.125456170752	2954.48302856719	289.45080747095	631.057295275585	1973.26658669747	89.6532372921431	91.3184420165067	155.371962837553	210.743125666041	123.36293499195	324.270933732384	320.100189199892	51.3112489205392	551.593888774195	1575.76334853275	1565.08823022768	617.085389430397	87.8418699090178	526.496009498721	179.889290095002	405.357814922267	163.771809686992	665.616465481994	264.512834266676	402.596097656865	529.857369295856	462.058053525117	224.285244164792	251.052704017838	2181.14108007257	472.912466229693	120.101774087364	1258.79313441429	392.405977532984	271.819128085792	787.223291354018	743.242157314581	2138.97343989588	524.910157846525	494.789250669517	1485.52987763627	542.238240031256	708.166086211397	1136.62984867651	822.395449153588	1046.15140667114	1139.82851011479	569.613966022348	79.7586023624592	661.105179954745	640.368773677834	206.583947176297	2018.76864778226	594.333256088826	538.295763286084	122.96610864964	4464.95007671037	284.399588702356	404.599959025181	319.799489612521	54.9350740794923	700.567259087333	835.19279672372	2854.17018934308	651.315533766188	222.170741535546	28821.3844612911	424.248582196464
HPD95.lower	134.46038460329	514.648162803442	349.356871411755	698.099914592141	833.121071889599	578.630550416033	407.235890464364	246.856718286266	479.232924564783	311.613215926913	1104.20298320592	1611.8833650944	53.5877686890543	192.127808664311	70.959164401042	266.662736892808	258.623553578949	666.57038895415	199.592709453627	482.88913758585	493.789297986196	560.77858282843	264.989804398853	253.24823556087	228.870136922329	385.049615788142	4240.57332338655	515.77485203869	358.059329398935	603.073638756506	317.940660316962	1774.59644702855	212.013020085633	2347.81735193015	276.673617297735	603.601733088323	1800.38508664568	85.8700943004122	81.1872723897784	142.19545976529	201.390380293973	97.8483699803888	308.505604327219	303.773654629683	48.8692961863072	523.14790567572	1469.26995619943	1231.21830270104	576.444944821551	85.6970983352943	493.506166637915	170.042003390736	386.583531862286	157.945063055415	601.45852448981	251.0550097538	386.119032127402	494.142895319112	447.506510262786	194.693235640228	238.467288610577	1960.00148208801	418.924231042236	115.609510161716	1091.22059533219	373.682109744266	262.702994062398	719.251347581502	628.881522876764	1946.15599467121	467.652774351907	475.078033328937	1164.38387315216	514.408545296059	681.414483318296	952.410203254878	771.723875836336	962.464183809039	991.466171470543	511.858250000352	76.9245170948058	590.724949037927	603.879347263634	186.309514251505	1871.65675534655	547.146517065065	508.997628718246	117.370682124924	3639.16586603792	257.292486289085	369.87846161804	305.756333847191	52.2998687026399	670.403296746053	778.995101104576	2159.22617681944	597.380838228616	209.780251950309	17435.1591144287	404.731013643582
HPD95.upper	150.137630204975	634.826147805474	383.489638205435	830.317060806693	947.183129822382	688.499546783817	464.06866503738	276.302294939957	662.03768990354	343.667622709104	1552.4439569164	1875.51960423211	61.3438829659736	223.461579994221	76.3557472272087	300.387304942433	284.070638222127	815.905234568555	226.752038949245	634.269834141226	585.276781775968	611.555124526244	323.533896211977	310.108562980484	250.652114991818	441.283602522869	5541.13089715952	580.196380197256	460.880076893115	689.930470827622	354.847283968381	2074.89360844579	240.947830397865	3888.66136682973	301.519421643107	654.257546718344	2154.60014788275	93.3361771088379	102.245550617177	166.972393788723	222.17551822669	149.898323050584	342.081913507163	337.867447234359	54.0686813465863	586.253428093746	1675.6657131578	1979.16060944821	658.704178805365	90.1296593734367	556.505999242229	189.214735697059	423.131249186846	169.937144292439	733.077224110142	277.688132318518	420.945127978252	571.240612293555	476.440833399543	255.994727745612	265.148960407268	2389.78966037624	544.786276253695	124.577034579358	1414.94077838349	410.842951617925	282.052794684696	863.082854883061	876.151111556495	2298.07321688608	581.113939533503	516.829121384135	1981.37503587208	573.837314319948	738.485540711152	1480.69011836442	871.225604883217	1138.12215751369	1389.9527454594	627.822979012725	82.4643023585158	724.925492696565	680.533460905251	227.074499603851	2167.08111494765	648.387094878365	571.043966034018	128.099307512381	5761.0638986749	310.490008773351	443.928626241411	333.09542150397	57.7748587673915	731.605527362169	885.261490872948	3874.32086078349	707.948650653406	235.532871835891	42994.7369926803	445.729343947897
ESS	1165.09593271964	1379.18754417317	858.747740599191	946.538471599066	1271.91025013787	1227.32440050947	917.249540101383	1377.22168357871	1101.38720089707	1258.12591117262	1711.65198412749	883.813553134377	677.14640443175	1302.36437664348	1276.98469430476	1166.73215388052	933.90075496672	1235.99170889347	1235.59344215197	1180.22561589598	1145.27493783805	795.877350330525	1403.98182652314	1373.46409014499	1455.11283434828	1119.95051721332	677.059741896767	1214.14216649845	1557.35454766289	1523.46527963778	1420.50187981994	777.93922186797	1209.47727874416	1488.64500888435	1106.16919709109	1003.94060740845	1014.00487362476	1251.73733894646	750.832171122087	1159.51690265091	1286.57035188443	319.053648535425	1387.26316022099	780.807495268129	245.040740185119	1031.25458451823	928.582005002181	421.585299622553	1139.95117887213	1248.477425013	1271.10291389044	1302.52615933586	1098.93614916258	1317.8527563995	1003.15879580717	1234.0858968482	1306.46257926554	1212.01728650981	755.632604589783	1051.9745284615	1089.05168652093	683.635066905842	1497.76943920304	1170.56065037807	587.4263616852	1394.88508036195	1237.90503124855	1231.76119899541	964.554638042444	909.824045826416	964.833088719268	1200.27375154002	1494.11841914952	1132.78572859717	895.9929446866	1801	787.107603352275	816.097339779389	1715.38433652791	1235.50286588428	1282.11854006232	1343.40106701598	1127.88721784235	1264.28474504567	714.604182604138	897.55382975694	1290.2495288478	990.863444513831	1379.55369120274	1190.17565222287	1491.15315901825	1175.9676078644	747.18768514083	760.896151809865	1100.46799369993	1475.09723901467	990.52276515353	1000.26025629139	1366.08080395718	1006.52694016732
