trace	total.br.len	tree.height
mean	1912.87016715531	283.167800168749
stderr.of.mean	2.81262028203037	0.667354806926808
stdev	78.4265782863669	25.9813409090099
variance	6150.72818170764	675.03007543019
median	1909.83207991631	280.920245842081
mode	numeric	numeric
geometric.mean	1911.27415650771	282.000608413032
HPD95.lower	1774.59644702856	234.018437786814
HPD95.upper	2074.89360844579	335.31931532334
ACT	NA	NA
ESS	777.93922186797	1516.52955541636
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
