trace	total.br.len	tree.height
mean	1139.82851011479	182.082879087084
stderr.of.mean	2.86460218908713	1.37870889695917
stdev	118.610836470736	57.631738343035
variance	14068.5305282876	3321.41726444005
median	1106.01336849863	164.199567727937
mode	numeric	numeric
geometric.mean	1134.22539920522	174.810251040105
HPD95.lower	991.466171470543	113.742386914734
HPD95.upper	1389.9527454594	302.438960869755
ACT	NA	NA
ESS	1715.38433652791	1748.31476057253
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
