trace	total.br.len	tree.height
mean	251.052704017838	53.0783507210966
stderr.of.mean	0.208502288380698	0.0286869540808334
stdev	6.87882721696872	1.21708419790699
variance	47.3182638809096	1.48129394479489
median	250.791195073373	53.0515085151194
mode	numeric	numeric
geometric.mean	250.958909772187	53.0644348406841
HPD95.lower	238.467288610577	50.6754410658893
HPD95.upper	265.148960407268	55.4735588406744
ACT	NA	NA
ESS	1089.05168652093	1801
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
