trace	total.br.len	tree.height
mean	1274.57783447515	199.017050230169
stderr.of.mean	2.62121023045056	1.22210453288319
stdev	105.396900838694	50.7002998996634
variance	11108.5067064016	2570.52040991581
median	1249.85124295959	186.219785459564
mode	numeric	numeric
geometric.mean	1270.69916826805	194.157340577115
HPD95.lower	1142.39520651078	137.746934019172
HPD95.upper	1479.69623187018	293.099048004195
ACT	NA	NA
ESS	1617.68260181564	1722.04972754896
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
