trace	total.br.len	tree.height
mean	775.546637403894	155.311554119635
stderr.of.mean	1.0018713986499	0.338089004384457
stdev	31.8350060553309	12.9012944436363
variance	1013.46761054295	166.443398321401
median	773.79167117313	154.200585594034
mode	numeric	numeric
geometric.mean	774.898579775204	154.786001565848
HPD95.lower	718.512920128408	133.262951509439
HPD95.upper	839.11440081093	182.833159802185
ACT	NA	NA
ESS	1010.24627602611	1456.95394278089
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
