trace	total.br.len	tree.height
mean	950.23231159073	156.861934364065
stderr.of.mean	1.14737539480922	0.329612456537578
stdev	38.3754864411529	13.1456157262687
variance	1472.67795959511	172.807212822724
median	949.514321173555	156.145357209982
mode	numeric	numeric
geometric.mean	949.462256576627	156.319130969675
HPD95.lower	877.186936346635	132.10290253467
HPD95.upper	1024.32443669963	182.248403055779
ACT	NA	NA
ESS	1119.27824926268	1591.46090865384
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
