trace	total.br.len	tree.height
mean	448.647048629991	77.4351452678581
stderr.of.mean	0.319530584795354	0.0878003828389988
stdev	10.3138023185153	3.72505419091969
variance	106.374518265412	13.8760287252883
median	448.201390378827	77.1381025142691
mode	numeric	numeric
geometric.mean	448.528920768372	77.3465699672762
HPD95.lower	429.19872607173	70.5168477414845
HPD95.upper	470.437563023195	84.6869040045165
ACT	NA	NA
ESS	1042.44722985367	1801
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
