trace	total.br.len	tree.height
mean	474.245611504007	69.1452175147562
stderr.of.mean	0.393165669218897	0.0909653690894101
stdev	13.2698476497963	3.8593331645993
variance	176.088856648803	14.894452475376
median	473.64013601949	68.8166453412985
mode	numeric	numeric
geometric.mean	474.060701589362	69.0397871940672
HPD95.lower	449.297114701959	62.7176687305793
HPD95.upper	500.760298064409	77.6100447144002
ACT	NA	NA
ESS	1139.78263986217	1801
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
