trace	total.br.len	tree.height
mean	139.694010890736	48.6565653433188
stderr.of.mean	0.135237934131065	0.0172121968876056
stdev	4.31310113901111	0.711811143852524
variance	18.6028414353389	0.506675104512639
median	139.560700874398	48.609884990727
mode	numeric	numeric
geometric.mean	139.62786492322	48.6513858532894
HPD95.lower	131.835230951681	47.4171266100165
HPD95.upper	148.312455199839	50.0963621827723
ACT	NA	NA
ESS	1017.70889453247	1711.19024970677
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
