trace	total.br.len	tree.height
mean	84.4468332439108	46.2482118954459
stderr.of.mean	0.0450938555918514	0.00498196789822114
stdev	1.4963610534616	0.209766140353861
variance	2.2390964023167	0.0440018336389556
median	84.3878559908936	46.1934226283368
mode	numeric	numeric
geometric.mean	84.4336154182074	46.2477381596548
HPD95.lower	81.6885839910095	46.0000400543058
HPD95.upper	87.4200845401072	46.6651285058282
ACT	NA	NA
ESS	1101.74070311829	1773.82293911216
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
