trace	total.br.len	tree.height
mean	1131.56184617813	149.181236716731
stderr.of.mean	1.08406880934989	0.21921944992282
stdev	36.6210555358534	8.86081999348355
variance	1341.10170856006	78.5141309569179
median	1129.03911895109	148.524775263505
mode	numeric	numeric
geometric.mean	1130.97228966009	148.920947169128
HPD95.lower	1060.86204327514	132.132230678347
HPD95.upper	1202.7483115022	166.486118412902
ACT	NA	NA
ESS	1141.79821376131	1634.67342546144
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
