trace	total.br.len	tree.height
mean	604.39398055932	70.4309459600157
stderr.of.mean	0.491282317433744	0.065233585653468
stdev	13.4050855530623	2.43333539107114
variance	179.696318684919	5.92112112543934
median	603.922834483767	70.2954677927678
mode	numeric	numeric
geometric.mean	604.245555806406	70.389098595556
HPD95.lower	579.105355781648	65.4739238797648
HPD95.upper	631.601515685772	74.8609191674625
ACT	NA	NA
ESS	744.934787726596	1392.20370610704
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
