trace	total.br.len	tree.height
mean	365.996822399946	61.4793803364627
stderr.of.mean	0.388915480008935	0.0463015529356366
stdev	9.86967950274899	1.78604947635505
variance	97.4105734869836	3.18997273198815
median	365.225199565289	61.3859137145568
mode	numeric	numeric
geometric.mean	365.864287471847	61.4535588927904
HPD95.lower	347.217054644641	58.0762748577811
HPD95.upper	386.104751986761	65.0241313757923
ACT	NA	NA
ESS	644.372477473705	1488.80287167714
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
