trace	total.br.len	tree.height
mean	1127.69574329202	150.239844745559
stderr.of.mean	1.65804476197029	0.296309752085221
stdev	50.0726345256574	11.4073259471796
variance	2507.26872834006	130.127085265197
median	1124.67125197359	149.850653859717
mode	numeric	numeric
geometric.mean	1126.5905785563	149.810576110626
HPD95.lower	1027.63211307134	129.516731558477
HPD95.upper	1219.98958209053	173.202187032136
ACT	NA	NA
ESS	912.535405919606	1482.91805736583
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
