trace	total.br.len	tree.height
mean	1382.60969563686	167.862037382499
stderr.of.mean	2.03882390276158	0.283900378767185
stdev	54.226240825194	10.0131111418844
variance	2940.48519403194	100.26239473973
median	1381.61448658538	167.618724623254
mode	numeric	numeric
geometric.mean	1381.54844217755	167.565202855613
HPD95.lower	1277.94609382311	149.2242137493
HPD95.upper	1487.79030131933	187.791470921173
ACT	NA	NA
ESS	707.784268625871	1244.65065293803
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
