trace	total.br.len	tree.height
mean	136.47517073044	46.6870839175213
stderr.of.mean	0.121349358916681	0.0118663040364088
stdev	4.00151885529748	0.503444565413877
variance	16.0121531493012	0.253456430444767
median	136.303850097826	46.5899208161864
mode	numeric	numeric
geometric.mean	136.416797346964	46.6843907934761
HPD95.lower	128.680545408261	46.0007637401034
HPD95.upper	144.490507405503	47.6609358098135
ACT	NA	NA
ESS	1087.96795643837	1801
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
