trace	total.br.len	tree.height
mean	620.188805505777	149.060160257035
stderr.of.mean	1.40720052251781	0.367293711489423
stdev	40.0981235698745	12.3248227407741
variance	1607.85951382492	151.901255591502
median	618.817019193649	148.554121694951
mode	numeric	numeric
geometric.mean	618.897956261786	148.555582331773
HPD95.lower	544.94425378466	125.847387337638
HPD95.upper	698.963736875842	172.835688300248
ACT	NA	NA
ESS	812.414125815826	1126.61549466126
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
