trace	total.br.len	tree.height
mean	3641.99939924283	462.274425134639
stderr.of.mean	11.4519608096051	1.60315502257329
stdev	223.302808908448	39.2049026131983
variance	49864.1444664028	1537.02438891036
median	3629.22787274315	459.513951097562
mode	numeric	numeric
geometric.mean	3635.2060002695	460.632065341562
HPD95.lower	3215.9824080458	390.959635241252
HPD95.upper	4074.21170371728	542.9845697133
ACT	NA	NA
ESS	380.425839465289	598.371720934622
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
