trace	total.br.len	tree.height
mean	1258.00511388237	215.78055590481
stderr.of.mean	3.9967239930674	1.81496244429189
stdev	153.373373191893	71.5355301821486
variance	23523.3916042598	5117.3320784411
median	1222.4961329984	195.855040117057
mode	numeric	numeric
geometric.mean	1249.53689262782	206.295773740378
HPD95.lower	1047.57962418462	122.731916455298
HPD95.upper	1594.09717225312	364.163474067506
ACT	NA	NA
ESS	1473.44172804481	1554.35300243317
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
