trace	total.br.len	tree.height
mean	263.826763386013	48.9298100078265
stderr.of.mean	0.343649460486584	0.033632985694807
stdev	10.9125826080523	1.42692651517613
variance	119.084459177566	2.0361192797127
median	263.280765677071	48.7310643450836
mode	numeric	numeric
geometric.mean	263.602768350524	48.9092497257239
HPD95.lower	242.272653902935	46.2545563093684
HPD95.upper	284.464168804005	51.7218218651557
ACT	NA	NA
ESS	1008.93943625434	1801
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
