trace	total.br.len	tree.height
mean	168.98002709507	48.8003806130224
stderr.of.mean	0.143113566257999	0.0205501077857278
stdev	5.29383537778372	0.868201685286234
variance	28.0246930070745	0.753774166333857
median	169.018613339575	48.7309922816117
mode	numeric	numeric
geometric.mean	168.897271133089	48.7926963737041
HPD95.lower	158.26652849099	47.1541508730516
HPD95.upper	178.810319574351	50.5744578701745
ACT	NA	NA
ESS	1369.05405991272	1785.88867231302
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
