trace	total.br.len	tree.height
mean	138.670872833334	46.7576427080679
stderr.of.mean	0.112247673137322	0.0114841149211281
stdev	3.89720595660588	0.487229657009539
variance	15.1882142682044	0.237392738669633
median	138.501008244778	46.6904491345872
mode	numeric	numeric
geometric.mean	138.616399746616	46.755120002472
HPD95.lower	131.445835432397	46.0009331793024
HPD95.upper	145.709520959386	47.6653267320143
ACT	NA	NA
ESS	1206.12789870821	1801
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
