trace	total.br.len	tree.height
mean	7016.98631467307	1297.91069594473
stderr.of.mean	31.3181482089959	6.50765520437977
stdev	546.883397646494	136.0465711644
variance	299081.450621373	18508.6695255902
median	6995.8849327459	1290.21180576245
mode	numeric	numeric
geometric.mean	6995.87786620793	1290.89192184138
HPD95.lower	5934.87218984204	1059.14805970931
HPD95.upper	8021.9641400802	1574.08431204602
ACT	NA	NA
ESS	305.097514844758	437.287913394961
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
