trace	total.br.len	tree.height
mean	741.163764202639	66.5013131469283
stderr.of.mean	0.546843406988618	0.0517917453057436
stdev	15.711463990434	2.0158190831149
variance	246.850100722705	4.06352657585019
median	740.461378643768	66.4335073423803
mode	numeric	numeric
geometric.mean	740.997655347995	66.4708504771256
HPD95.lower	711.903419378821	62.8404428945742
HPD95.upper	772.87174165628	70.6440541985917
ACT	NA	NA
ESS	825.940361965834	1515.73525971243
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
