trace	total.br.len	tree.height
mean	542.415831953729	72.4089684625785
stderr.of.mean	0.569365956793928	0.0868381061106022
stdev	17.5081044929185	3.35225334242651
variance	306.533722934954	11.2376024718097
median	541.959454000254	72.2158020763867
mode	numeric	numeric
geometric.mean	542.13427292067	72.3317540047156
HPD95.lower	509.865401150213	65.375948743691
HPD95.upper	578.185130216454	78.5734525557925
ACT	NA	NA
ESS	946.09905484873	1491.0572554788
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
