trace	total.br.len	tree.height
mean	433.917065905119	53.2701776699529
stderr.of.mean	0.199583428939396	0.0309135393301896
stdev	6.58260403332201	1.29067533564374
variance	43.3306758595073	1.66584282203907
median	433.919732424077	53.1031120639223
mode	numeric	numeric
geometric.mean	433.867238686295	53.2547120093597
HPD95.lower	421.006405128362	50.9881459051004
HPD95.upper	446.712587717301	55.7360930724006
ACT	NA	NA
ESS	1088.39827641809	1744.12618345913
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
