trace	total.br.len	tree.height
mean	859.573635652704	109.02150508161
stderr.of.mean	1.07917284646639	0.167860789239905
stdev	28.6860478193212	6.348817358798
variance	822.889339492385	40.3074818553748
median	859.389253777517	108.803438979788
mode	numeric	numeric
geometric.mean	859.096454987826	108.83727130412
HPD95.lower	803.131168930711	97.375802878835
HPD95.upper	916.18589851173	121.879327513551
ACT	NA	NA
ESS	706.969632293444	1431.2928028287
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
