trace	total.br.len	tree.height
mean	241.619229771471	48.063926235971
stderr.of.mean	0.17859420559841	0.0182350243812161
stdev	6.47200505490633	0.746843392495121
variance	41.886849430733	0.557775052913621
median	241.281463882741	47.997820976897
mode	numeric	numeric
geometric.mean	241.532824730019	48.0581490581737
HPD95.lower	230.102832984572	46.6270115103247
HPD95.upper	254.716740921896	49.453923834775
ACT	NA	NA
ESS	1313.9665480011	1678.37008910626
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
